Equivalence check: compute_frontier_planes_all_modes vs compute_frontier_planes_all_modes2
Trials: 50

Criteria: match on n_planes_total, n_labels_init, n_segments
Pair-level matches: 150/150 (100.00%)
Subspace-level matches: 27/750 (3.60%)

Pair-level details (seed, pair, base_planes, new_planes, base_labels, new_labels, base_segments, new_segments):
  00 (0, 1) 0 0 3 3 8 8
  42 (0, 1) 0 0 3 3 5 5
  42 (0, 2) 1 1 2 2 15 15
  42 (1, 2) 0 0 5 5 7 7
  43 (0, 1) 0 0 2 2 17 17
  43 (0, 2) 0 0 2 2 13 13
  43 (1, 2) 0 0 3 3 15 15
  44 (0, 1) 0 0 4 4 20 20
  44 (0, 2) 0 0 4 4 12 12
  44 (1, 2) 0 0 4 4 12 12
  45 (0, 1) 1 1 2 2 20 20
  45 (0, 2) 1 1 2 2 22 22
  45 (1, 2) 0 0 2 2 7 7
  46 (0, 1) 2 2 2 2 21 21
  46 (0, 2) 0 0 3 3 12 12
  46 (1, 2) 0 0 5 5 9 9
  47 (0, 1) 0 0 2 2 14 14
  47 (0, 2) 0 0 2 2 17 17
  47 (1, 2) 0 0 5 5 7 7
  48 (0, 1) 1 1 3 3 18 18
  48 (0, 2) 0 0 3 3 11 11
  48 (1, 2) 0 0 2 2 8 8
  49 (0, 1) 1 1 2 2 18 18
  49 (0, 2) 0 0 2 2 17 17
  49 (1, 2) 0 0 2 2 14 14

Subspace-level details (seed, pair, dims, base_planes, new_planes, base_labels, new_labels, base_segments, new_segments):
  00 (0, 1) (0, 1) 1 1 4 3 8 8
  00 (0, 1) (0, 2) 1 1 3 3 8 8
  00 (0, 1) (1, 2) 1 1 5 3 8 8
  00 (0, 1) (0, 3) 1 1 3 3 8 8
  00 (0, 1) (1, 4) 0 1 8 3 8 8
  00 (0, 2) (0, 1) 1 3 12 3 23 23
  00 (0, 2) (0, 2) 1 3 16 3 23 23
  00 (0, 2) (1, 2) 4 3 11 3 23 23
  00 (0, 2) (0, 3) 2 4 11 3 23 23
  00 (0, 2) (1, 4) 2 4 12 3 23 23
  00 (1, 2) (0, 1) 1 2 11 5 14 14
  00 (1, 2) (0, 2) 1 2 10 5 14 14
  00 (1, 2) (1, 2) 1 2 9 5 14 14
  00 (1, 2) (0, 3) 1 2 7 5 14 14
  00 (1, 2) (1, 4) 1 2 7 5 14 14
  01 (0, 1) (0, 1) 2 3 10 2 18 18
  01 (0, 1) (0, 2) 2 2 8 2 18 18
  01 (0, 1) (1, 2) 1 2 10 2 18 18
  01 (0, 1) (0, 3) 2 3 6 2 18 18
  01 (0, 1) (1, 4) 4 3 3 2 18 18
  01 (0, 2) (0, 1) 0 1 2 3 6 6
  01 (0, 2) (0, 2) 0 1 4 3 6 6
  01 (0, 2) (1, 2) 0 1 5 3 6 6
  01 (0, 2) (0, 3) 0 1 6 3 6 6
  01 (0, 2) (1, 4) 0 1 4 3 6 6
  01 (1, 2) (0, 1) 2 1 2 3 10 10
  01 (1, 2) (0, 2) 1 1 5 3 10 10
  01 (1, 2) (1, 2) 1 1 5 3 10 10
  01 (1, 2) (0, 3) 1 1 6 3 10 10
  01 (1, 2) (1, 4) 2 1 2 3 10 10
  02 (0, 1) (0, 1) 1 2 6 2 13 13
  02 (0, 1) (0, 2) 2 2 7 2 13 13
  02 (0, 1) (1, 2) 1 2 8 2 13 13
  02 (0, 1) (0, 3) 3 2 2 2 13 13
  02 (0, 1) (1, 4) 0 2 10 2 13 13
  02 (0, 2) (0, 1) 1 2 4 2 10 10
  02 (0, 2) (0, 2) 0 2 8 2 10 10
  02 (0, 2) (1, 2) 0 2 8 2 10 10
  02 (0, 2) (0, 3) 1 2 5 2 10 10
  02 (0, 2) (1, 4) 1 1 3 2 10 10
  02 (1, 2) (0, 1) 0 2 9 2 11 11
  02 (1, 2) (0, 2) 0 2 8 2 11 11
  02 (1, 2) (1, 2) 0 2 8 2 11 11
  02 (1, 2) (0, 3) 1 2 5 2 11 11
  02 (1, 2) (1, 4) 0 3 10 2 11 11
  03 (0, 1) (0, 1) 2 4 11 2 26 26
  03 (0, 1) (0, 2) 3 4 6 2 26 26
  03 (0, 1) (1, 2) 2 5 11 2 26 26
  03 (0, 1) (0, 3) 1 3 19 2 26 26
  03 (0, 1) (1, 4) 4 4 4 2 26 26
  03 (0, 2) (0, 1) 0 0 3 4 5 5
  03 (0, 2) (0, 2) 0 0 5 4 5 5
  03 (0, 2) (1, 2) 0 0 3 4 5 5
  03 (0, 2) (0, 3) 0 0 5 4 5 5
  03 (0, 2) (1, 4) 0 0 4 4 5 5
  03 (1, 2) (0, 1) 0 0 4 3 6 6
  03 (1, 2) (0, 2) 0 0 5 3 6 6
  03 (1, 2) (1, 2) 1 0 3 3 6 6
  03 (1, 2) (0, 3) 0 0 3 3 6 6
  03 (1, 2) (1, 4) 0 0 5 3 6 6
  04 (0, 1) (0, 1) 0 3 12 2 15 15
  04 (0, 1) (0, 2) 2 2 5 2 15 15
  04 (0, 1) (1, 2) 0 3 11 2 15 15
  04 (0, 1) (0, 3) 1 2 8 2 15 15
  04 (0, 1) (1, 4) 1 3 5 2 15 15
  04 (0, 2) (0, 1) 2 2 8 2 20 20
  04 (0, 2) (0, 2) 0 3 17 2 20 20
  04 (0, 2) (1, 2) 1 4 11 2 20 20
  04 (0, 2) (0, 3) 3 3 3 2 20 20
  04 (0, 2) (1, 4) 2 4 8 2 20 20
  04 (1, 2) (0, 1) 2 2 2 4 13 13
  04 (1, 2) (0, 2) 1 2 7 4 13 13
  04 (1, 2) (1, 2) 1 2 6 4 13 13
  04 (1, 2) (0, 3) 0 2 8 4 13 13
  04 (1, 2) (1, 4) 0 1 11 4 13 13
  05 (0, 1) (0, 1) 2 3 11 2 20 20
  05 (0, 1) (0, 2) 4 4 5 2 20 20
  05 (0, 1) (1, 2) 3 4 5 2 20 20
  05 (0, 1) (0, 3) 1 2 13 2 20 20
  05 (0, 1) (1, 4) 2 3 7 2 20 20
  05 (0, 2) (0, 1) 0 3 13 3 15 15
  05 (0, 2) (0, 2) 2 3 6 3 15 15
  05 (0, 2) (1, 2) 1 2 8 3 15 15
  05 (0, 2) (0, 3) 1 2 7 3 15 15
  05 (0, 2) (1, 4) 2 3 4 3 15 15
  05 (1, 2) (0, 1) 0 1 5 3 6 6
  05 (1, 2) (0, 2) 0 1 6 3 6 6
  05 (1, 2) (1, 2) 0 1 3 3 6 6
  05 (1, 2) (0, 3) 0 1 5 3 6 6
  05 (1, 2) (1, 4) 0 1 4 3 6 6
  06 (0, 1) (0, 1) 1 3 7 2 14 14
  06 (0, 1) (0, 2) 0 2 10 2 14 14
  06 (0, 1) (1, 2) 2 2 3 2 14 14
  06 (0, 1) (0, 3) 1 2 8 2 14 14
  06 (0, 1) (1, 4) 1 2 7 2 14 14
  06 (0, 2) (0, 1) 1 3 9 2 16 16
  06 (0, 2) (0, 2) 1 2 8 2 16 16
  06 (0, 2) (1, 2) 2 3 7 2 16 16
  06 (0, 2) (0, 3) 3 2 3 2 16 16
  06 (0, 2) (1, 4) 1 3 10 2 16 16
  06 (1, 2) (0, 1) 1 2 8 2 12 12
  06 (1, 2) (0, 2) 0 3 10 2 12 12
  06 (1, 2) (1, 2) 1 2 6 2 12 12
  06 (1, 2) (0, 3) 0 2 11 2 12 12
  06 (1, 2) (1, 4) 0 2 7 2 12 12
  07 (0, 1) (0, 1) 1 3 11 2 16 16
  07 (0, 1) (0, 2) 0 2 12 2 16 16
  07 (0, 1) (1, 2) 1 3 10 2 16 16
  07 (0, 1) (0, 3) 2 3 5 2 16 16
  07 (0, 1) (1, 4) 2 3 6 2 16 16
  07 (0, 2) (0, 1) 1 1 10 6 15 15
  07 (0, 2) (0, 2) 2 1 4 6 15 15
  07 (0, 2) (1, 2) 0 1 12 6 15 15
  07 (0, 2) (0, 3) 0 1 13 6 15 15
  07 (0, 2) (1, 4) 3 1 3 6 15 15
  07 (1, 2) (0, 1) 0 2 11 2 12 12
  07 (1, 2) (0, 2) 0 1 8 2 12 12
  07 (1, 2) (1, 2) 2 2 6 2 12 12
  07 (1, 2) (0, 3) 0 2 7 2 12 12
  07 (1, 2) (1, 4) 0 1 5 2 12 12
  08 (0, 1) (0, 1) 2 3 12 3 23 23
  08 (0, 1) (0, 2) 2 4 5 3 23 23
  08 (0, 1) (1, 2) 2 4 5 3 23 23
  08 (0, 1) (0, 3) 1 5 14 3 23 23
  08 (0, 1) (1, 4) 3 4 3 3 23 23
  08 (0, 2) (0, 1) 0 0 4 3 5 5
  08 (0, 2) (0, 2) 0 0 5 3 5 5
  08 (0, 2) (1, 2) 0 0 4 3 5 5
  08 (0, 2) (0, 3) 0 0 3 3 5 5
  08 (0, 2) (1, 4) 0 0 4 3 5 5
  08 (1, 2) (0, 1) 2 2 6 2 16 16
  08 (1, 2) (0, 2) 2 2 6 2 16 16
  08 (1, 2) (1, 2) 1 2 8 2 16 16
  08 (1, 2) (0, 3) 1 3 11 2 16 16
  08 (1, 2) (1, 4) 2 2 11 2 16 16
  09 (0, 1) (0, 1) 1 1 4 3 8 8
  09 (0, 1) (0, 2) 1 1 5 3 8 8
  09 (0, 1) (1, 2) 0 1 7 3 8 8
  09 (0, 1) (0, 3) 0 1 7 3 8 8
  09 (0, 1) (1, 4) 0 1 6 3 8 8
  09 (0, 2) (0, 1) 2 2 4 3 13 13
  09 (0, 2) (0, 2) 1 2 8 3 13 13
  09 (0, 2) (1, 2) 2 2 4 3 13 13
  09 (0, 2) (0, 3) 2 2 6 3 13 13
  09 (0, 2) (1, 4) 2 2 5 3 13 13
  09 (1, 2) (0, 1) 0 1 5 3 9 9
  09 (1, 2) (0, 2) 0 1 4 3 9 9
  09 (1, 2) (1, 2) 1 1 6 3 9 9
  09 (1, 2) (0, 3) 1 1 3 3 9 9
  09 (1, 2) (1, 4) 0 1 6 3 9 9
  10 (0, 1) (0, 1) 2 3 7 3 19 19
  10 (0, 1) (0, 2) 3 4 6 3 19 19
  10 (0, 1) (1, 2) 2 4 9 3 19 19
  10 (0, 1) (0, 3) 2 3 10 3 19 19
  10 (0, 1) (1, 4) 3 3 7 3 19 19
  10 (0, 2) (0, 1) 0 2 8 3 11 11
  10 (0, 2) (0, 2) 2 2 4 3 11 11
  10 (0, 2) (1, 2) 1 2 4 3 11 11
  10 (0, 2) (0, 3) 1 2 6 3 11 11
  10 (0, 2) (1, 4) 0 2 10 3 11 11
  10 (1, 2) (0, 1) 0 1 6 3 7 7
  10 (1, 2) (0, 2) 1 1 2 3 7 7
  10 (1, 2) (1, 2) 0 1 5 3 7 7
  10 (1, 2) (0, 3) 0 1 7 3 7 7
  10 (1, 2) (1, 4) 0 1 6 3 7 7
  11 (0, 1) (0, 1) 1 2 5 2 13 13
  11 (0, 1) (0, 2) 2 2 3 2 13 13
  11 (0, 1) (1, 2) 0 3 11 2 13 13
  11 (0, 1) (0, 3) 0 2 10 2 13 13
  11 (0, 1) (1, 4) 1 2 8 2 13 13
  11 (0, 2) (0, 1) 1 2 7 2 13 13
  11 (0, 2) (0, 2) 0 2 9 2 13 13
  11 (0, 2) (1, 2) 1 2 6 2 13 13
  11 (0, 2) (0, 3) 1 2 6 2 13 13
  11 (0, 2) (1, 4) 2 2 4 2 13 13
  11 (1, 2) (0, 1) 1 1 6 3 11 11
  11 (1, 2) (0, 2) 1 2 6 3 11 11
  11 (1, 2) (1, 2) 1 2 7 3 11 11
  11 (1, 2) (0, 3) 0 2 6 3 11 11
  11 (1, 2) (1, 4) 0 2 9 3 11 11
  12 (0, 1) (0, 1) 3 3 12 5 23 23
  12 (0, 1) (0, 2) 1 3 13 5 23 23
  12 (0, 1) (1, 2) 2 3 7 5 23 23
  12 (0, 1) (0, 3) 3 4 7 5 23 23
  12 (0, 1) (1, 4) 2 3 7 5 23 23
  12 (0, 2) (0, 1) 1 1 8 8 13 13
  12 (0, 2) (0, 2) 2 1 6 8 13 13
  12 (0, 2) (1, 2) 0 1 10 8 13 13
  12 (0, 2) (0, 3) 1 1 5 8 13 13
  12 (0, 2) (1, 4) 0 1 9 8 13 13
  12 (1, 2) (0, 1) 1 1 6 2 9 9
  12 (1, 2) (0, 2) 0 1 7 2 9 9
  12 (1, 2) (1, 2) 1 1 5 2 9 9
  12 (1, 2) (0, 3) 0 1 3 2 9 9
  12 (1, 2) (1, 4) 0 1 7 2 9 9
  13 (0, 1) (0, 1) 1 2 6 2 13 13
  13 (0, 1) (0, 2) 3 2 2 2 13 13
  13 (0, 1) (1, 2) 2 2 7 2 13 13
  13 (0, 1) (0, 3) 1 2 5 2 13 13
  13 (0, 1) (1, 4) 0 2 10 2 13 13
  13 (0, 2) (0, 1) 1 3 12 2 21 21
  13 (0, 2) (0, 2) 1 3 11 2 21 21
  13 (0, 2) (1, 2) 2 2 11 2 21 21
  13 (0, 2) (0, 3) 0 3 16 2 21 21
  13 (0, 2) (1, 4) 4 3 7 2 21 21
  13 (1, 2) (0, 1) 0 0 8 7 10 10
  13 (1, 2) (0, 2) 1 0 6 7 10 10
  13 (1, 2) (1, 2) 0 0 9 7 10 10
  13 (1, 2) (0, 3) 0 0 8 7 10 10
  13 (1, 2) (1, 4) 1 0 6 7 10 10
  14 (0, 1) (0, 1) 1 3 11 3 19 19
  14 (0, 1) (0, 2) 1 3 9 3 19 19
  14 (0, 1) (1, 2) 1 4 15 3 19 19
  14 (0, 1) (0, 3) 3 3 4 3 19 19
  14 (0, 1) (1, 4) 3 3 9 3 19 19
  14 (0, 2) (0, 1) 2 2 7 4 17 17
  14 (0, 2) (0, 2) 2 2 7 4 17 17
  14 (0, 2) (1, 2) 3 2 3 4 17 17
  14 (0, 2) (0, 3) 2 2 7 4 17 17
  14 (0, 2) (1, 4) 4 2 3 4 17 17
  14 (1, 2) (0, 1) 0 0 4 3 5 5
  14 (1, 2) (0, 2) 0 0 5 3 5 5
  14 (1, 2) (1, 2) 0 0 3 3 5 5
  14 (1, 2) (0, 3) 1 0 2 3 5 5
  14 (1, 2) (1, 4) 0 0 5 3 5 5
  15 (0, 1) (0, 1) 2 3 7 2 18 18
  15 (0, 1) (0, 2) 1 3 9 2 18 18
  15 (0, 1) (1, 2) 2 3 7 2 18 18
  15 (0, 1) (0, 3) 4 3 3 2 18 18
  15 (0, 1) (1, 4) 3 2 7 2 18 18
  15 (0, 2) (0, 1) 0 2 9 2 11 11
  15 (0, 2) (0, 2) 0 2 7 2 11 11
  15 (0, 2) (1, 2) 1 2 5 2 11 11
  15 (0, 2) (0, 3) 1 2 8 2 11 11
  15 (0, 2) (1, 4) 1 2 4 2 11 11
  15 (1, 2) (0, 1) 0 1 8 2 8 8
  15 (1, 2) (0, 2) 1 1 3 2 8 8
  15 (1, 2) (1, 2) 0 1 5 2 8 8
  15 (1, 2) (0, 3) 0 1 4 2 8 8
  15 (1, 2) (1, 4) 0 1 8 2 8 8
  16 (0, 1) (0, 1) 1 3 10 2 15 15
  16 (0, 1) (0, 2) 1 2 5 2 15 15
  16 (0, 1) (1, 2) 1 2 8 2 15 15
  16 (0, 1) (0, 3) 0 2 12 2 15 15
  16 (0, 1) (1, 4) 1 2 7 2 15 15
  16 (0, 2) (0, 1) 1 3 8 2 19 19
  16 (0, 2) (0, 2) 1 3 10 2 19 19
  16 (0, 2) (1, 2) 2 2 8 2 19 19
  16 (0, 2) (0, 3) 2 4 8 2 19 19
  16 (0, 2) (1, 4) 1 3 12 2 19 19
  16 (1, 2) (0, 1) 0 1 5 2 7 7
  16 (1, 2) (0, 2) 0 1 6 2 7 7
  16 (1, 2) (1, 2) 0 1 7 2 7 7
  16 (1, 2) (0, 3) 0 1 6 2 7 7
  16 (1, 2) (1, 4) 1 1 2 2 7 7
  17 (0, 1) (0, 1) 3 3 3 2 22 22
  17 (0, 1) (0, 2) 2 3 9 2 22 22
  17 (0, 1) (1, 2) 2 4 11 2 22 22
  17 (0, 1) (0, 3) 3 4 2 2 22 22
  17 (0, 1) (1, 4) 2 3 11 2 22 22
  17 (0, 2) (0, 1) 1 2 4 2 12 12
  17 (0, 2) (0, 2) 1 3 8 2 12 12
  17 (0, 2) (1, 2) 0 2 10 2 12 12
  17 (0, 2) (0, 3) 2 2 5 2 12 12
  17 (0, 2) (1, 4) 1 2 8 2 12 12
  17 (1, 2) (0, 1) 0 1 9 5 12 12
  17 (1, 2) (0, 2) 0 1 8 5 12 12
  17 (1, 2) (1, 2) 1 1 3 5 12 12
  17 (1, 2) (0, 3) 1 1 7 5 12 12
  17 (1, 2) (1, 4) 0 1 10 5 12 12
  18 (0, 1) (0, 1) 1 3 6 2 12 12
  18 (0, 1) (0, 2) 0 2 4 2 12 12
  18 (0, 1) (1, 2) 1 3 5 2 12 12
  18 (0, 1) (0, 3) 2 2 4 2 12 12
  18 (0, 1) (1, 4) 2 2 3 2 12 12
  18 (0, 2) (0, 1) 2 3 14 2 20 20
  18 (0, 2) (0, 2) 1 3 14 2 20 20
  18 (0, 2) (1, 2) 1 3 13 2 20 20
  18 (0, 2) (0, 3) 2 3 12 2 20 20
  18 (0, 2) (1, 4) 1 3 14 2 20 20
  18 (1, 2) (0, 1) 0 1 8 3 10 10
  18 (1, 2) (0, 2) 1 1 5 3 10 10
  18 (1, 2) (1, 2) 0 1 6 3 10 10
  18 (1, 2) (0, 3) 1 1 4 3 10 10
  18 (1, 2) (1, 4) 1 1 6 3 10 10
  19 (0, 1) (0, 1) 0 2 11 3 12 12
  19 (0, 1) (0, 2) 3 2 3 3 12 12
  19 (0, 1) (1, 2) 1 2 6 3 12 12
  19 (0, 1) (0, 3) 0 1 10 3 12 12
  19 (0, 1) (1, 4) 3 2 3 3 12 12
  19 (0, 2) (0, 1) 0 1 12 7 16 16
  19 (0, 2) (0, 2) 3 1 7 7 16 16
  19 (0, 2) (1, 2) 1 2 9 7 16 16
  19 (0, 2) (0, 3) 1 1 11 7 16 16
  19 (0, 2) (1, 4) 1 1 8 7 16 16
  19 (1, 2) (0, 1) 2 2 6 4 16 16
  19 (1, 2) (0, 2) 0 2 11 4 16 16
  19 (1, 2) (1, 2) 2 2 6 4 16 16
  19 (1, 2) (0, 3) 2 3 6 4 16 16
  19 (1, 2) (1, 4) 2 2 4 4 16 16
  20 (0, 1) (0, 1) 2 4 5 2 23 23
  20 (0, 1) (0, 2) 3 3 8 2 23 23
  20 (0, 1) (1, 2) 2 4 9 2 23 23
  20 (0, 1) (0, 3) 1 4 13 2 23 23
  20 (0, 1) (1, 4) 2 3 11 2 23 23
  20 (0, 2) (0, 1) 1 2 9 2 14 14
  20 (0, 2) (0, 2) 1 3 6 2 14 14
  20 (0, 2) (1, 2) 2 2 6 2 14 14
  20 (0, 2) (0, 3) 1 2 9 2 14 14
  20 (0, 2) (1, 4) 1 2 7 2 14 14
  20 (1, 2) (0, 1) 0 1 5 2 6 6
  20 (1, 2) (0, 2) 1 1 3 2 6 6
  20 (1, 2) (1, 2) 0 1 4 2 6 6
  20 (1, 2) (0, 3) 0 1 5 2 6 6
  20 (1, 2) (1, 4) 0 1 2 2 6 6
  21 (0, 1) (0, 1) 2 3 8 3 22 22
  21 (0, 1) (0, 2) 3 4 8 3 22 22
  21 (0, 1) (1, 2) 0 3 14 3 22 22
  21 (0, 1) (0, 3) 2 3 10 3 22 22
  21 (0, 1) (1, 4) 2 3 10 3 22 22
  21 (0, 2) (0, 1) 0 2 11 2 14 14
  21 (0, 2) (0, 2) 1 2 9 2 14 14
  21 (0, 2) (1, 2) 3 2 3 2 14 14
  21 (0, 2) (0, 3) 0 3 10 2 14 14
  21 (0, 2) (1, 4) 0 2 9 2 14 14
  21 (1, 2) (0, 1) 0 3 11 2 12 12
  21 (1, 2) (0, 2) 1 2 5 2 12 12
  21 (1, 2) (1, 2) 0 2 9 2 12 12
  21 (1, 2) (0, 3) 1 2 7 2 12 12
  21 (1, 2) (1, 4) 2 2 5 2 12 12
  22 (0, 1) (0, 1) 0 2 9 2 12 12
  22 (0, 1) (0, 2) 1 2 6 2 12 12
  22 (0, 1) (1, 2) 0 2 8 2 12 12
  22 (0, 1) (0, 3) 2 2 2 2 12 12
  22 (0, 1) (1, 4) 2 2 2 2 12 12
  22 (0, 2) (0, 1) 1 1 10 8 15 15
  22 (0, 2) (0, 2) 2 1 5 8 15 15
  22 (0, 2) (1, 2) 2 1 7 8 15 15
  22 (0, 2) (0, 3) 1 1 9 8 15 15
  22 (0, 2) (1, 4) 1 1 5 8 15 15
  22 (1, 2) (0, 1) 1 1 7 4 14 14
  22 (1, 2) (0, 2) 2 1 6 4 14 14
  22 (1, 2) (1, 2) 1 1 7 4 14 14
  22 (1, 2) (0, 3) 1 1 4 4 14 14
  22 (1, 2) (1, 4) 1 1 6 4 14 14
  23 (0, 1) (0, 1) 3 2 2 3 13 13
  23 (0, 1) (0, 2) 2 2 6 3 13 13
  23 (0, 1) (1, 2) 2 1 2 3 13 13
  23 (0, 1) (0, 3) 1 1 8 3 13 13
  23 (0, 1) (1, 4) 1 1 6 3 13 13
  23 (0, 2) (0, 1) 1 0 3 4 8 8
  23 (0, 2) (0, 2) 0 0 4 4 8 8
  23 (0, 2) (1, 2) 0 0 4 4 8 8
  23 (0, 2) (0, 3) 0 0 7 4 8 8
  23 (0, 2) (1, 4) 1 0 2 4 8 8
  23 (1, 2) (0, 1) 0 0 4 3 6 6
  23 (1, 2) (0, 2) 0 0 5 3 6 6
  23 (1, 2) (1, 2) 0 0 4 3 6 6
  23 (1, 2) (0, 3) 0 0 6 3 6 6
  23 (1, 2) (1, 4) 0 0 2 3 6 6
  24 (0, 1) (0, 1) 2 4 5 2 16 16
  24 (0, 1) (0, 2) 2 2 7 2 16 16
  24 (0, 1) (1, 2) 2 3 4 2 16 16
  24 (0, 1) (0, 3) 2 3 5 2 16 16
  24 (0, 1) (1, 4) 1 2 9 2 16 16
  24 (0, 2) (0, 1) 2 2 7 3 15 15
  24 (0, 2) (0, 2) 3 2 3 3 15 15
  24 (0, 2) (1, 2) 0 2 12 3 15 15
